text,emotion,act,topic
hello walter __eou__ yes hi what is up __eou__ i was wondering if you wanted to go for a walk with us __eou__ i am afraid not i am sick i have a fever but i am cold and i threw up earlier __eou__ oh man i hope you get to feeling better __eou__ i would feel better if you came over and took care of me __eou__ ok then i will be there in a minute __eou__ after a while walter where are you __eou__ i am in the bathroom __eou__ what took you so long __eou__ gross diarrhea __eou__ it is not so bad __eou__ ok whatever i do not want to hear about it i will call the doctor for you __eou__ it is just that you have to be patient and try to relax __eou__ enough i do not want to hear any more about your bathroom time __eou__ why not oh well i am ready to eat no need call the doctor if we run to the restaurant i can make it to the restroom and you can order __eou__ are you sure you want to go __eou__ to the restroom i have no choice __eou__,0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0,2 2 3 4 3 4 2 1 2 2 2 1 3 3 4 3 3 1,7
do you have a swimming pool in this hotel __eou__ we do not have a swimming pool sir but we do have swim stations in the gym __eou__ i never heard of a swim station is that like a train or bus station __eou__ it is just a deep bathtub with a current of water that you swim against __eou__ holy cow i never heard of such a thing how much do they cost __eou__ as a guest sir you pay nothing __eou__ this sounds better every second now when can i use the stations __eou__ if you want to swim you can visit the gym any day between a m and p m __eou__ oh boy this is going to be great i am going to the gym right now __eou__ i am sure you will enjoy your workout sir everyone seems to like the swim stations __eou__,0 0 0 0 0 0 4 0 4 4,2 1 2 1 2 1 2 1 1 1,6
okay doctor tell it to me straight __eou__ if you want to live much longer you have to give up smoking __eou__ i have tried before everything i have tried does not work __eou__ maybe with the choice of life or death before you you will find it easier __eou__ may i see that xray again __eou__ see all these black areas that is tar built up in your lungs __eou__ and that is what is causing my shortness of breath __eou__ look at it this way when you quit you will save money time and your life __eou__,0 0 0 0 0 0 0 0,3 3 4 3 2 1 1 3,7
my minibar is completely empty __eou__ everything in that minibar has been consumed sir __eou__ everythings gone __eou__ is there anything special you would like __eou__ just bring me three bottles each of jim beam and perrier __eou__ okay sir three of each would you like anything else __eou__ the fruit basket was great i need a few more apples please __eou__ perrier jim beam and apples is that it for now __eou__ yes one last thing __eou__ your order will be brought to you momentarily sir __eou__,0 0 0 0 0 0 0 0 0 0,1 2 1 2 3 2 3 2 1 3,6
hello i need a wakeup call tomorrow morning __eou__ of course when would you like the call __eou__ actually i need two calls one at and the other at fifteen __eou__ no problem we will give you both calls __eou__ do you know what let us change the second call to thirty __eou__ no problem anything else sir __eou__ not at the moment thank you __eou__ let me know if you do need anything __eou__,0 0 0 0 0 0 0 0,3 2 3 4 3 4 1 3,6
hi i need to request a wakeup call for tomorrow morning __eou__ what time do you want the call __eou__ i need two calls one at and another at fifteen __eou__ we can certainly do that expect a call from us at ocolock and then again at fifteen __eou__ actually can i change the latter wakeup call to thirty am __eou__ i can certainly do that is there anything else __eou__ i cannot think of anything if i do think of something i will be sure to call again __eou__ okay good night sir __eou__,0 0 0 0 0 0 0 0,3 2 3 4 3 4 1 3,6
i have the chills and an upset stomach __eou__ how long have you felt like this __eou__ for most of the week __eou__ it sounds as if you have a virus __eou__ what do you think i should do __eou__ i will give you something i want you to take it easy and come back in a couple of days __eou__,0 0 0 0 0 0,1 2 1 1 2 3,7
i have a stomachache __eou__ well you would better lie down now you need a good rest __eou__ all right i will do that __eou__,0 0 0,1 3 4,7
good morning this is dr mustn s office can i help you __eou__ yes this is janet smith i d like to make an appointment with dr mustn as soon as possible __eou__ is it urgent an emergency __eou__ yes i ve got an infected wound __eou__ how about this afternoon at __eou__ that s fine __eou__ don t forget to bring your health card with you __eou__ i ll bring the card thank you very much __eou__ you re welcome __eou__,0 0 0 0 0 0 0 0 0,2 3 2 1 2 1 3 4 1,7
what is the matter with me doctor i feel so tired these days __eou__ it is your blood pressure i am afraid it is far too high __eou__ and what is the because of that __eou__ overworkamongst other things you cannot work hours a day you ve got to slow down __eou__ but i cannot just slow down __eou__ you have got to i am afraid and look at this you weigh stones that is too much for a man of your size __eou__ you mean i have got to lose weight __eou__ yes you have got to cut down on bread and potatoes and take more exercise __eou__,0 0 0 0 0 0 0 0,2 1 2 3 4 3 3 4,7
what is the matter with my wife __eou__ she had a sudden heart attack __eou__ i guess so it was very terrible when she was at the onset of the illness i am worried that i would lose her __eou__ don t worry she is much better now but you are not permitted to disturb her at the moment __eou__ i know but is she out of danger now __eou__ yes i think so __eou__ thank you very much doctor __eou__ my pleasure __eou__,0 0 0 0 0 0 4 4,2 1 1 3 2 1 1 1,7
good afternoon sir what can i do for you __eou__ i would like to get this prescription filled __eou__ no problem please wait a minute she goes to the back for a few minutes here is your medicine sir take two tablets after each meal and once before bed __eou__ thanks do you sell aspirin here __eou__ yes our overthecounter medicine is over there on that shelf __eou__ oh i see it do you have multivitamins __eou__ yes right over here __eou__ the customer gets the aspirin and vitamins that will be __eou__ here is a twenty __eou__ here is your change thank you __eou__,0 0 0 0 0 0 0 0 0 0,2 3 4 2 1 2 1 3 4 1,7
you look pale paul what is wrong __eou__ i have got a headache __eou__ i am sorry to hear that anything i can do for you __eou__ no thank you i will take an aspirin and see how it goes __eou__,0 0 0 0,2 1 3 4,7
well good morning tom i have not seen you for a long time __eou__ i would been feeling pretty well until just a few days ago __eou__ what seems to be the trouble now __eou__ i feel run down tired i have been having headaches almost every day and i am not getting as much sleep as i usually do __eou__ have you been eating properly eating the right kind of food is important for your health you know __eou__ well i have not been eating well i guess i usually only have enough time to grab a sandwich and a cup of coffee for lunch __eou__ and what about dinner __eou__ sometimes i am too tired to eat anything at all __eou__ that is not good you do not have a wellbalanced diet have you been taking vitamin pills __eou__ i do not like to take any medicine at all without talking it over with a doctor first __eou__,0 0 0 0 0 0 0 0 0 0,1 1 2 1 2 1 2 1 2 1,7
you must know you have been scheduled to have an operation the day after __eou__ yes but i do not know the exact time __eou__ the operation starts at clock but you will get an injection of anaesthesia about to minutes in advance if your family comes to see you before the operation they should come before __eou__ oh i see i will tell my wife thank you for telling me so much __eou__ it is nothing did your doctor explain to you about what operation you are going to have __eou__ yes of course i am going to have my appendix removed __eou__ ok have you signed the consent __eou__ yes here it is __eou__,0 0 0 0 0 0 0 0,1 2 3 4 2 1 2 1,7
doctor i slipped and fell on my way to school the ground is so slippery from the snow it seems i cannot move my left arm now __eou__ let me see roll up your sleeve please um it is swollen and red here i am afraid we will need to take an xray to see if it is broken __eou__ what if it is broken __eou__ then we will put you in a cast __eou__,5 0 0 0,1 3 2 1,7
